result,total_time,photo_test_name,time_cropped,time_predict
"[{'target_node': '406531097_2583596948463627_1811222519080187475_n_face_2.jpg', 'results': [{'photoName': '406531097_2583596948463627_1811222519080187475_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407191377_3639388203017193_6514819625365233709_n_face_3.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '73319313_739653196504262_6720202063805939712_n_face_0.jpg', 'results': [{'photoName': '131115545_993292934527387_7458509653919543301_n.jpg'}, {'photoName': '277002428_1265755360617417_771926076925265040_n.jpg'}, {'photoName': '307015389_1389762558216696_4152560360565145067_n.jpg'}, {'photoName': '313426940_1442357016287641_4462072966231815312_n.jpg'}, {'photoName': '324893899_2132123837176590_3598786593678318630_n.jpg'}, {'photoName': '326109993_1144490029546535_2343500172480965938_n.jpg'}, {'photoName': '347788541_938048560578635_7398858451862090751_n.jpg'}, {'photoName': '358540395_3373370219460990_5781596764201152638_n.jpg'}, {'photoName': '401050084_1674920153031325_8191451277421535648_n.jpg'}, {'photoName': '402861825_897199621757572_7242099948154588469_n.jpg'}, {'photoName': '407095384_3639388423017171_5874860919386442749_n.jpg'}, {'photoName': '407101417_3639388936350453_6894642927597124613_n.jpg'}, {'photoName': '407141615_3639387889683891_7697099033717682841_n.jpg'}, {'photoName': '408680322_3639388866350460_7622454068483166104_n.jpg'}, {'photoName': '51505979_2363814310516135_255827935984877568_n.jpg'}, {'photoName': '73319313_739653196504262_6720202063805939712_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}]",2.538941,Khanh Vi_60254981_1191994787634339_1709405406238867456_n_face_5.jpg,2.538941,0.0
"[{'target_node': '407141615_3639387889683891_7697099033717682841_n_face_3.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407270647_2675561985925209_3278101844882565532_n_face_1.jpg', 'results': [{'photoName': '407270647_2675561985925209_3278101844882565532_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}]",2.35492,Khanh_407246309_2675561912591883_1829853245047749976_n_face_0.jpg,2.35492,0.0
"[{'target_node': '405198042_2675560822591992_3660307448729693095_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '405384498_2675560262592048_8730841271935407495_n_face_0.jpg', 'results': [{'photoName': '405198042_2675560822591992_3660307448729693095_n.jpg'}, {'photoName': '405384498_2675560262592048_8730841271935407495_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}]",2.486423,Khanh_407246309_2675561912591883_1829853245047749976_n_face_1.jpg,2.486423,0.0
"[{'target_node': '128425877_1447808202075566_3397941254130098398_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '281605609_1834092600113789_7491222588183879240_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '281731418_1834092586780457_739955116613411023_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '281736267_1834092493447133_1234979614122864447_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '281832458_1834092620113787_2356840837714835516_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '324237820_720287849683421_9174401543287348821_n_face_0.jpg', 'results': [{'photoName': '128425877_1447808202075566_3397941254130098398_n.jpg'}, {'photoName': '281736267_1834092493447133_1234979614122864447_n.jpg'}, {'photoName': '324237820_720287849683421_9174401543287348821_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}]",2.550613,KieuTrang_127276634_1447808248742228_4286531288596039692_n_face_0.jpg,2.550613,0.0
"[{'target_node': '351161878_101980566257546_7568199001054125114_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}]",2.300962,Lan Tuyen_351170089_957274415394598_2116335671867879699_n_face_0.jpg,2.300962,0.0
"[{'target_node': '320617177_1125905731621328_6916699168318632436_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '327150460_920942009061109_2545427845042634033_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '329536698_1626479147803386_7649173886208228744_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '334558358_6100698486639719_7944679460416439760_n_face_0.jpg', 'results': [{'photoName': '279131050_1675092139514295_5296674934654454319_n.jpg'}, {'photoName': '279444637_1677986509224858_2211027074228101930_n.jpg'}, {'photoName': '284709709_1701621100194732_1907421034684288765_n.jpg'}, {'photoName': '305254369_188013333680855_7071234379019511586_n.jpg'}, {'photoName': '334558358_6100698486639719_7944679460416439760_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '348462346_1599975467080314_8069228128132654420_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '365149583_1038033590693444_7756871426314175667_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '375875986_668588485333307_2924394594114806286_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '375969158_668588488666640_3633354783934666737_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '399625242_359882613160592_6481206554306262958_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '400447193_894766958667505_7707180124773793803_n_face_2.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '405837320_1097407531422716_6785014553373648804_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407134685_3639388296350517_2115795026295978459_n_face_6.jpg', 'results': [{'photoName': '407134685_3639388296350517_2115795026295978459_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407975928_3639388909683789_7564341881937515387_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '71032160_2263794153932339_531970139566899200_n_face_1.jpg', 'results': [{'photoName': '281605609_1834092600113789_7491222588183879240_n.jpg'}, {'photoName': '281731418_1834092586780457_739955116613411023_n.jpg'}, {'photoName': '281832458_1834092620113787_2356840837714835516_n.jpg'}, {'photoName': '365977950_650853723773450_5063078229328757805_n.jpg'}, {'photoName': '399625242_359882613160592_6481206554306262958_n.jpg'}, {'photoName': '407952913_3639388379683842_5678858926668568693_n.jpg'}, {'photoName': '71032160_2263794153932339_531970139566899200_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '71032160_2263794153932339_531970139566899200_n_face_2.jpg', 'results': [{'photoName': '393202229_3639388946350452_2159517976795799739_n.jpg'}, {'photoName': '401500999_894766982000836_5268510215879889353_n.jpg'}, {'photoName': '407101417_3639388936350453_6894642927597124613_n.jpg'}, {'photoName': '71032160_2263794153932339_531970139566899200_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}]",2.67119,Linh Linh_365397489_1038033550693448_1612773141986841906_n_face_0.jpg,2.67119,0.0
"[{'target_node': '279444637_1677986509224858_2211027074228101930_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '305254369_188013333680855_7071234379019511586_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '387023398_1088511465465163_6954302514632019357_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '396954847_1103147357334907_3838871327993416858_n_face_0.jpg', 'results': [{'photoName': '387023398_1088511465465163_6954302514632019357_n.jpg'}, {'photoName': '396954847_1103147357334907_3838871327993416858_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '397359603_1103147360668240_139194907936725151_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}]",2.134848,LinhHuynh_386163424_1088511472131829_1438800450424681560_n_face_0.jpg,2.134848,0.0
"[{'target_node': '405870193_2583597021796953_1463448349966174221_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '406287674_1840153863107953_3457852324892802813_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '406311588_1840153953107944_3024508236928553555_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '406319934_1840153969774609_8783853427415407389_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '406531097_2583596948463627_1811222519080187475_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '60790112_684490698674281_7230727990009659392_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '66389077_2396343150690083_2918380632105025536_n_face_0.jpg', 'results': [{'photoName': '405870193_2583597021796953_1463448349966174221_n.jpg'}, {'photoName': '406287674_1840153863107953_3457852324892802813_n.jpg'}, {'photoName': '406298927_1840153853107954_4874883648977025403_n.jpg'}, {'photoName': '406311588_1840153953107944_3024508236928553555_n.jpg'}, {'photoName': '406319934_1840153969774609_8783853427415407389_n.jpg'}, {'photoName': '406531097_2583596948463627_1811222519080187475_n.jpg'}, {'photoName': '60790112_684490698674281_7230727990009659392_n.jpg'}, {'photoName': '66389077_2396343150690083_2918380632105025536_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}]",2.686981,LinhX_18194571_289643651492323_1783506115667231141_n_face_0.jpg,2.686981,0.0
"[{'target_node': '407088160_3639340409688639_6417481514085222304_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}]",2.435941,MInhAnh_320371932_1259156497965685_4401318749230264919_n_face_0.jpg,2.435941,0.0
"[{'target_node': '350806795_265899709225117_28824423580044614_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '393162251_3639389036350443_657951547442919070_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '393202229_3639388946350452_2159517976795799739_n_face_2.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '406986092_3639339603022053_8470365874800360904_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407017378_3639340466355300_541237104248042331_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407052333_3639388709683809_7808423582394047363_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407052338_3639388333017180_8030983877950313470_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407060887_3639388803017133_7810148229669895938_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407073836_3639388893017124_6596114412328512585_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407088160_3639340409688639_6417481514085222304_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407095384_3639388423017171_5874860919386442749_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407096013_3639340496355297_7409886457643957709_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407101417_3639388936350453_6894642927597124613_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407104376_3639388653017148_8495028654946615563_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407107892_3639339543022059_7004554839365330749_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407110834_3639340523021961_4785151281083462228_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407113452_3639388386350508_2451942552845854960_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407117607_3639387983017215_6197796052702476250_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407120235_3639388846350462_7602680520075635844_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407125298_3639388773017136_6642265627373628328_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407134685_3639388296350517_2115795026295978459_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407137485_3639388269683853_8478288958205543333_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407137485_3639388269683853_8478288958205543333_n_face_4.jpg', 'results': [{'photoName': '400447193_894766958667505_7707180124773793803_n.jpg'}, {'photoName': '407088160_3639340409688639_6417481514085222304_n.jpg'}, {'photoName': '407137485_3639388269683853_8478288958205543333_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407141615_3639387889683891_7697099033717682841_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407141615_3639387889683891_7697099033717682841_n_face_2.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407147462_3639387369683943_469576176198386296_n_face_0.jpg', 'results': [{'photoName': '407071676_3639339086355438_5446026138693739311_n.jpg'}, {'photoName': '407101417_3639388936350453_6894642927597124613_n.jpg'}, {'photoName': '407104376_3639388653017148_8495028654946615563_n.jpg'}, {'photoName': '407107892_3639339543022059_7004554839365330749_n.jpg'}, {'photoName': '407147462_3639387369683943_469576176198386296_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407150595_3639388639683816_8753333296086342987_n_face_2.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407150623_3639388819683798_4556256255742665719_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407191377_3639388203017193_6514819625365233709_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407943816_3639388679683812_5819321639564353793_n_face_2.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407948896_3639388526350494_5013005860768705386_n_face_0.jpg', 'results': [{'photoName': '350280454_1458608348210687_4667852786410583122_n.jpg'}, {'photoName': '407948896_3639388526350494_5013005860768705386_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407952913_3639388379683842_5678858926668568693_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407967489_3639389066350440_7932353568556157559_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407969773_3639388136350533_603195368539000496_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407975928_3639388909683789_7564341881937515387_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407979820_3639388103017203_8288626986477414512_n_face_1.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407988822_3639388976350449_2820925499294659958_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407988834_3639388743017139_4769678490735192250_n_face_0.jpg', 'results': [{'photoName': '406872895_3632991163648452_3995271318796123687_n.jpg'}, {'photoName': '407988834_3639388743017139_4769678490735192250_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '407997752_3639388409683839_7982321710152362091_n_face_14.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '408010385_3639388763017137_3397719453813666491_n_face_0.jpg', 'results': [{'photoName': '408010385_3639388763017137_3397719453813666491_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '408012109_3639387319683948_980876372983457922_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '408031393_3639388263017187_7116112222398453272_n_face_2.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '408033967_3639388726350474_8466808737775160796_n_face_0.jpg', 'results': [], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}, {'target_node': '408680322_3639388866350460_7622454068483166104_n_face_0.jpg', 'results': [{'photoName': '350806795_265899709225117_28824423580044614_n.jpg'}, {'photoName': '393162251_3639389036350443_657951547442919070_n.jpg'}, {'photoName': '393202229_3639388946350452_2159517976795799739_n.jpg'}, {'photoName': '406986092_3639339603022053_8470365874800360904_n.jpg'}, {'photoName': '407017378_3639340466355300_541237104248042331_n.jpg'}, {'photoName': '407052333_3639388709683809_7808423582394047363_n.jpg'}, {'photoName': '407052338_3639388333017180_8030983877950313470_n.jpg'}, {'photoName': '407073836_3639388893017124_6596114412328512585_n.jpg'}, {'photoName': '407095384_3639388423017171_5874860919386442749_n.jpg'}, {'photoName': '407096013_3639340496355297_7409886457643957709_n.jpg'}, {'photoName': '407110834_3639340523021961_4785151281083462228_n.jpg'}, {'photoName': '407113452_3639388386350508_2451942552845854960_n.jpg'}, {'photoName': '407117607_3639387983017215_6197796052702476250_n.jpg'}, {'photoName': '407120235_3639388846350462_7602680520075635844_n.jpg'}, {'photoName': '407125298_3639388773017136_6642265627373628328_n.jpg'}, {'photoName': '407134685_3639388296350517_2115795026295978459_n.jpg'}, {'photoName': '407137485_3639388269683853_8478288958205543333_n.jpg'}, {'photoName': '407141615_3639387889683891_7697099033717682841_n.jpg'}, {'photoName': '407150623_3639388819683798_4556256255742665719_n.jpg'}, {'photoName': '407943816_3639388679683812_5819321639564353793_n.jpg'}, {'photoName': '407952913_3639388379683842_5678858926668568693_n.jpg'}, {'photoName': '407967489_3639389066350440_7932353568556157559_n.jpg'}, {'photoName': '407969773_3639388136350533_603195368539000496_n.jpg'}, {'photoName': '407975928_3639388909683789_7564341881937515387_n.jpg'}, {'photoName': '407988822_3639388976350449_2820925499294659958_n.jpg'}, {'photoName': '407997752_3639388409683839_7982321710152362091_n.jpg'}, {'photoName': '408012109_3639387319683948_980876372983457922_n.jpg'}, {'photoName': '408031393_3639388263017187_7116112222398453272_n.jpg'}, {'photoName': '408033967_3639388726350474_8466808737775160796_n.jpg'}, {'photoName': '408680322_3639388866350460_7622454068483166104_n.jpg'}], 'start_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760), 'end_time': datetime.datetime(2023, 12, 23, 11, 55, 35, 454760)}]",2.660301,Nhan_407093640_3639339973022016_7470191945418700463_n_face_0.jpg,2.660301,0.0
